run_id,resnet_variant,lr,optimizer,batch_norm,dropout,best_val_acc,val_epoch,train_acc_at_best_val,test_acc,test_precision,test_recall,test_f1
opt-SGD_bn-True_dr-0.0_lr-0.1,18,0.1,SGD,TRUE,0,0.856379187,31,0.897933737,0.853,0.854388937,0.855423506,0.854671796
opt-SGD_bn-True_dr-0.0_lr-0.1,34,0.1,SGD,TRUE,0,0.85067712,28,0.908888493,0.843,0.844923788,0.845468455,0.845164948
opt-SGD_bn-True_dr-0.0_lr-0.1,50,0.1,SGD,TRUE,0,0.829650748,26,0.860794442,0.831,0.831765912,0.832508689,0.831928489
opt-SGD_bn-True_dr-0.0_lr-0.1,101,0.1,SGD,TRUE,0,0.841054882,31,0.914410403,0.834,0.836092158,0.835717107,0.835739252
opt-SGD_bn-True_dr-0.0_lr-0.1,152,0.1,SGD,TRUE,0,0.847469708,32,0.905682223,0.837666667,0.839093536,0.839146698,0.839022038
