run_id,Model,lr,optimizer,weight_decay,best_val_acc,val_epoch,train_acc_at_best_val,test_acc,test_precision,test_recall,test_f1
lr-0.001_opt-Adam_wd-0.0001,EfficientNet-B7,0.001,Adam,0.0001,0.937633642,19,0.998396865,0.930333333,0.931639396,0.931710944,0.931553117
lr-0.001_opt-Adam_wd-0.0001,DenseNet-201,0.001,Adam,0.0001,0.930506058,11,0.998218739,0.927666667,0.928358456,0.9299226,0.928922698
lr-0.001_opt-Adam_wd-0.0001,ResNet-18,0.001,Adam,0.0001,0.929080542,24,0.999198432,0.915,0.916547967,0.917149068,0.91676203
lr-0.001_opt-Adam_wd-0.0001,ResNet-152,0.001,Adam,0.0001,0.920527441,12,0.99795155,0.919,0.920122563,0.920408874,0.920211203
lr-0.001_opt-Adam_wd-0.0001,Swin-V2-B,0.001,Adam,0.0001,0.836778332,35,0.857410046,0.837666667,0.839153152,0.839575982,0.839328495
lr-0.001_opt-Adam_wd-0.0001,ConvNeXt-Large,0.001,Adam,0.0001,0.93406985,6,0.970252939,0.923,0.924207079,0.925286027,0.924507053
lr-0.001_opt-Adam_wd-0.0001,CLIP-B32,0.001,Adam,0.0001,0.699215966,23,0.803081582,0.682666667,0.683619474,0.680734675,0.681706535
lr-0.001_opt-Adam_wd-0.0001,CLIP-L14,0.001,Adam,0.0001,0.772273699,18,0.837905237,0.778666667,0.778613963,0.778261638,0.778414481
